obs,time,deployment,air_temperature,barometric_pressure,dcl_controller_timestamp,driver_timestamp,eastward_wind_velocity,ingestion_timestamp,internal_timestamp,longwave_irradiance,northward_wind_velocity,port_timestamp,precipitation,preferred_timestamp,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,met_barpres,met_windavg_mag_corr_east,met_windavg_mag_corr_north,met_netsirr,met_salsurf,met_spechum,ct_depth,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity,met_current_direction,met_current_speed,met_relwind_direction,met_relwind_speed,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_sensflx_minute,barometric_pressure_qc_executed,barometric_pressure_qc_results,relative_humidity_qc_executed,relative_humidity_qc_results,air_temperature_qc_executed,air_temperature_qc_results,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,precipitation_qc_executed,precipitation_qc_results,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed_qc_executed,met_current_speed_qc_results,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_netsirr_qc_executed,met_netsirr_qc_results,met_salsurf_qc_executed,met_salsurf_qc_results,met_spechum_qc_executed,met_spechum_qc_results,lat,lon
"('1980',)",3756659492.22,7,11.4650001526,999.570007324,empty,3756676793.17,-9.03999996185,3756676793.21,0.0,360.799987793,-0.77999997139,3756659492.22,14.220000267,port_timestamp,75.7929992676,3.70359992981,11.4180002213,60.7000007629,99957.0,-8.93116460468,1.6013425835,57.3614997864,32.6306188771,6.43418264389,0.98,0.0504941160514,0.200274054731,14.1507829876,0.206541406876,278.866238666,9.09027977557,15.4612459196,64.2419451843,10.3851585415,-2.098412849,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1981',)",3756659555.34,7,11.4799995422,999.770019531,empty,3756676793.17,-8.52000045776,3756676793.21,0.0,361.600006104,5.34000015259,3756659555.34,14.220000267,port_timestamp,75.0660018921,3.70370006561,11.4180002213,90.4000015259,99977.0,-6.83518692669,7.37470196735,85.4280014038,32.6316023748,6.37730407715,0.98,0.0494763485758,0.200203577751,13.8813836091,0.206226529847,316.181007607,9.94344083082,-5.42875778296,72.9034132878,9.61700659101,-2.52117625798,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1982',)",3756659621.64,7,11.4870004654,999.979980469,empty,3756676793.17,-10.1999998093,3756676793.21,0.0,362.600006104,4.09000015259,3756659621.64,14.1899995804,port_timestamp,74.6119995117,3.70350003242,11.4160003662,92.5999984741,99998.0,-8.78276362335,6.60538874658,87.5069961548,32.6314055555,6.34020185471,0.98,0.048407190425,0.20012954214,13.5975005342,0.205900679265,305.95342377,10.9094877707,0.485227226135,82.261996807,8.64639394146,-2.91616736754,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1983',)",3756659691.88,7,11.5399999619,999.570007324,empty,3756676793.17,-10.6300001144,3756676793.21,0.0,361.100006104,3.3900001049,3756659691.88,14.1800003052,port_timestamp,73.25,3.70370006561,11.4189996719,97.3000030518,99957.0,-9.38023562459,6.04153811304,91.9485015869,32.6307195832,6.24853515625,0.98,0.0472746606546,0.200051118256,13.2958173368,0.205561045569,301.783240598,11.0905780052,2.10892262364,87.8472540384,10.1038442825,-3.89367411038,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1984',)",3756659724.79,7,11.5469999313,999.5,empty,3756676793.17,-10.1499996185,3756676793.21,0.0,362.100006104,3.6099998951,3756659724.79,14.220000267,port_timestamp,74.5360031128,3.70350003242,11.4169998169,101.5,99950.0,-8.85950272216,6.12893163731,95.9174957275,32.6305227415,6.36206293106,0.98,0.0467439999696,0.200014371786,13.1541185934,0.205403871565,303.651834801,10.6992191592,0.353290157544,79.661595298,9.1385461956,-3.84149104397,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1985',)",3756659789.55,7,11.501999855,999.570007324,empty,3756676793.17,-8.85999965668,3756676793.21,0.0,362.0,3.24000000954,3756659789.55,14.2100000381,port_timestamp,74.6309967041,3.703799963,11.4189996719,105.800003052,99957.0,-7.7103870478,5.43572677305,99.9810028076,32.6316955791,6.35074901581,0.98,0.0456996744611,0.199942055751,12.8746293186,0.205098234766,304.021512769,9.35790162639,-24.193624781,69.2522584619,9.22605599204,-2.69093642731,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1986',)",3756659857.6,7,11.6379995346,999.770019531,empty,3756676793.17,-10.0,3756676793.21,0.0,361.899993896,4.57999992371,3756659857.6,14.220000267,port_timestamp,73.4810028076,3.70329999924,11.4160003662,106.300003052,99977.0,-8.46204803566,7.02638899743,100.45349884,32.6294459526,6.30795717239,0.98,0.0446024264047,0.199866075008,12.5800852346,0.204782382983,308.746780424,10.9070856462,-11.8479122442,83.4093286972,9.32731126371,-5.50635037141,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1987',)",3756659920.79,7,11.623000145,999.840026855,empty,3756676793.17,-9.78999996185,3756676793.21,0.0,361.200012207,6.71000003815,3756659920.79,14.220000267,port_timestamp,73.3010025024,3.70359992981,11.4180002213,107.300003052,99984.0,-7.70454728424,9.02818646849,101.398498535,32.6306188771,6.2857465744,0.98,0.043583417287,0.199795512049,12.3057353161,0.204493914084,318.728584196,11.7462341305,-5.17520117025,91.8733144313,10.018331559,-5.66834862542,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1988',)",3756659986.41,7,11.6149997711,999.840026855,empty,3756676793.17,-10.6800003052,3756676793.21,0.0,361.700012207,2.94000005722,3756659986.41,14.2100000381,port_timestamp,73.6279983521,3.70350003242,11.4180002213,111.400001526,99984.0,-9.54571054983,5.6200904756,105.273002625,32.6296391233,6.31054401398,0.98,0.0425252725683,0.19972223908,12.0200353249,0.204199342776,299.480103329,11.0142933502,-16.5376903111,84.3443355391,9.53068649125,-5.13970971696,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1989',)",3756663097.16,7,11.531999588,997.979980469,empty,3756676793.17,-6.76000022888,3756676793.21,0.0,357.799987793,-2.13000011444,3756663097.16,14.25,port_timestamp,72.0370025635,3.70409989357,11.4239997864,39.7999992371,99798.0,-7.08145164644,-0.295882005394,37.611000061,32.6302220995,6.15119934082,0.98,-0.00904321007728,0.195901639318,357.356988926,0.196110254541,266.022310517,7.08948603525,30.7808116418,57.5233490556,13.2319806442,-2.4967317109,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1990',)",3756663164.51,7,11.5550003052,997.640014648,empty,3756676793.17,-10.1999998093,3756676793.21,0.0,357.200012207,4.36999988556,3756663164.51,14.220000267,port_timestamp,71.9589996338,3.70409989357,11.4239997864,58.0999984741,99764.0,-8.70983906443,6.87572531305,54.904499054,32.6302220995,6.15600252151,0.98,-0.0111049579393,0.19558579932,356.750352917,0.195900803945,307.522239603,10.9677818623,46.1058805211,91.2324150227,13.8846136045,-4.10664905207,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1991',)",3756663231.97,7,11.5550003052,997.429992676,empty,3756676793.17,-9.34000015259,3756676793.21,0.0,357.700012207,4.82999992371,3756663231.97,14.2299995422,port_timestamp,71.8099975586,3.70399999619,11.4219999313,69.1999969482,99743.0,-7.75971439319,7.0958674346,65.3939971924,32.6310087294,6.14450120926,0.98,-0.0131699505593,0.195269462256,356.141529087,0.195713082055,311.694551286,10.374353145,31.8124025309,86.2076228798,13.3818369729,-3.91730533961,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1992',)",3756663264.8,7,11.5100002289,997.289978027,empty,3756676793.17,-9.14999961853,3756676793.21,0.0,357.299987793,1.70000004768,3756663264.8,14.2100000381,port_timestamp,72.5230026245,3.70399999619,11.4239997864,78.6999969482,99729.0,-8.39146416848,4.02440334589,74.3714981079,32.6292424862,6.18809509277,0.98,-0.0141750652678,0.195115488323,355.844783734,0.195629717218,294.56530432,9.21099442052,10.8930264126,74.3159305097,13.7641215674,-2.81552755664,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1993',)",3756663329.7,7,11.4949998856,997.359985352,empty,3756676793.17,-10.9099998474,3756676793.21,0.0,357.100006104,1.17999994755,3756663329.7,14.220000267,port_timestamp,73.2310028076,3.70399999619,11.4230003357,87.3000030518,99736.0,-10.2261559068,3.98073258554,82.4985046387,32.6301251675,6.24207401276,0.98,-0.0161616629241,0.194811160616,355.257564177,0.195480402212,290.345054505,10.8893151068,16.9957811038,86.9976391081,13.9836032992,-3.03365544784,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1994',)",3756663395.75,7,11.501999855,997.5,empty,3756676793.17,-10.7100000381,3756676793.21,0.0,356.899993896,1.30999994278,3756663395.75,14.2399997711,port_timestamp,72.4260025024,3.703799963,11.4200000763,93.5,99750.0,-9.9992004973,4.05415713583,88.3574981689,32.6308119566,6.1752038002,0.98,-0.018183493945,0.194501435495,354.659072454,0.195349553011,291.141468392,10.7012916298,13.6951702621,87.9615306854,14.1514673277,-3.18175476588,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1995',)",3756663462.46,7,11.4650001526,997.640014648,empty,3756676793.17,-8.56999969482,3756676793.21,0.0,357.100006104,0.189999997616,3756663462.46,14.2399997711,port_timestamp,72.4260025024,3.70359992981,11.4219999313,96.8000030518,99764.0,-8.22475293699,2.41545728464,91.4760055542,32.6270863635,6.15918159485,0.98,-0.0202255588808,0.194188610732,354.053843719,0.195239058004,285.148922664,8.49990023587,-10.4705907749,69.148070613,13.929113399,-2.07176923268,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1996',)",3756663527.31,7,11.4799995422,997.289978027,empty,3756676793.17,-9.90999984741,3756676793.21,0.0,357.299987793,1.77999997139,3756663527.31,14.2399997711,port_timestamp,72.5999984741,3.70399999619,11.4219999313,97.6999969482,99729.0,-9.10440018139,4.29958070177,92.326499939,32.6310087294,6.18235778809,0.98,-0.0222105647742,0.193884526868,353.46493288,0.19515255301,294.325830934,9.96709131656,0.00818960466401,81.1678135806,13.7640486723,-2.59717270928,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1997',)",3756663593.23,7,11.4799995422,997.5,empty,3756676793.17,-10.0,3756676793.21,0.0,357.5,0.709999978542,3756663593.23,14.220000267,port_timestamp,73.5120010376,3.7039000988,11.4230003357,95.3000030518,99750.0,-9.46997056488,3.28994794334,90.0585021973,32.6291455315,6.25899791718,0.98,-0.0242286306136,0.193575378537,352.865742985,0.195085759903,288.149463415,9.94029998284,-1.02967965681,77.9834864149,13.5859319916,-2.5405958661,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1998',)",3756666694.52,7,11.6149997711,995.909973145,empty,3756676793.17,-8.02999973297,3756676793.21,0.0,363.899993896,-2.66000008583,3756666694.52,14.2600002289,port_timestamp,73.3010025024,3.70420002937,11.4230003357,67.1999969482,99591.0,-8.44565765993,-0.476825816616,63.5039978027,32.6320844523,6.30721187592,0.98,-0.117707539049,0.180897079532,326.948434149,0.215821264319,265.484280679,8.35388248804,3.63327437289,63.4295203559,7.39228057014,-3.80765579426,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('1999',)",3756666756.46,7,11.6300001144,996.119995117,empty,3756676793.17,-10.9200000763,3756676793.21,0.0,363.600006104,2.11999988556,3756666756.46,14.25,port_timestamp,73.2050018311,3.70420002937,11.4230003357,58.9000015259,99612.0,-9.99099263488,4.89089637497,55.6604995728,32.6320844523,6.30386209488,0.98,-0.118650336761,0.18182865107,326.873973453,0.217116468199,295.500955039,10.9379367926,31.886891757,85.0876462407,7.71299684849,-5.25325175951,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2000',)",3756666822.4,7,11.6829996109,996.049987793,empty,3756676793.17,-11.5600004196,3756676793.21,0.0,364.100006104,1.25999999046,3756666822.4,14.2600002289,port_timestamp,72.8000030518,3.70429992676,11.4239997864,50.9000015259,99605.0,-10.8328884677,4.22726118474,48.1005020142,32.6321813389,6.29137420654,0.98,-0.119653921844,0.182820286165,326.795682,0.218495579008,290.682433811,11.4512399598,44.276916863,90.1436084471,7.24035208468,-6.44452637806,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2001',)",3756666892.18,7,11.6750001907,995.640014648,empty,3756676793.17,-11.0100002289,3756676793.21,0.0,364.100006104,2.75999999046,3756666892.18,14.2600002289,port_timestamp,72.858001709,3.70409989357,11.4230003357,43.7999992371,99564.0,-9.91120186904,5.53224931636,41.3909988403,32.6311048078,6.29565954208,0.98,-0.120715920012,0.183869638803,326.713902947,0.219955398702,298.647046147,11.1561095501,47.1146256508,87.414519875,7.23241210986,-6.14130749364,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2002',)",3756666925.04,7,11.736000061,995.780029297,empty,3756676793.17,-10.3699998856,3756676793.21,0.0,364.5,1.50999999046,3756666925.04,14.2600002289,port_timestamp,73.3779983521,3.7039000988,11.4230003357,35.5,99578.0,-9.61884517345,4.15870353919,33.5475006104,32.6291455315,6.3655705452,0.98,-0.121215992725,0.184363757001,326.675769685,0.220642950913,292.707164116,10.2956464954,43.7861379586,77.0588976939,6.85004063508,-6.57529976006,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2003',)",3756666988.46,7,11.736000061,995.780029297,empty,3756676793.17,-10.1899995804,3756676793.21,0.0,364.100006104,3.1400001049,3756666988.46,14.2600002289,port_timestamp,72.7229995728,3.70409989357,11.4219999313,35.2999992371,99578.0,-9.0205313748,5.68556996468,33.3584976196,32.6319883966,6.30853176117,0.98,-0.122181193787,0.185317465125,326.60283595,0.221970284037,301.721060234,10.4610426585,47.8255083844,80.6911351934,7.22578514806,-6.73291433744,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2004',)",3756667056.98,7,11.7279996872,995.909973145,empty,3756676793.17,-9.22999954224,3756676793.21,0.0,364.100006104,2.55999994278,3756667056.98,14.2600002289,port_timestamp,73.0889968872,3.70409989357,11.4239997864,35.9000015259,99591.0,-8.24472042735,4.87555907888,33.9255027771,32.6302220995,6.33621406555,0.98,-0.12322413693,0.186347989632,326.52500208,0.22340492645,300.00139165,9.37802765163,38.0210148782,70.5736868594,7.2270568271,-5.85422603115,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2005',)",3756667120.35,7,11.7279996872,995.5,empty,3756676793.17,-10.3900003433,3756676793.21,0.0,364.100006104,0.300000011921,3756667120.35,14.2299995422,port_timestamp,72.5289993286,3.7039000988,11.4219999313,32.0999984741,99550.0,-9.95329395602,2.9956713048,30.3344974518,32.6300290664,6.29007148743,0.98,-0.124188546575,0.187300915763,326.453913535,0.224731902823,285.945689926,10.222438916,49.8722828434,79.4393347937,7.22000119046,-6.45255568888,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2006',)",3756667185.39,7,11.7580003738,995.429992676,empty,3756676793.17,-9.90999984741,3756676793.21,0.0,364.0,2.36999988556,3756667185.39,14.25,port_timestamp,73.0640029907,3.703799963,11.4239997864,28.2000007629,99543.0,-8.95073759375,4.8692189272,26.6490001678,32.6272795331,6.3497095108,0.98,-0.125178373072,0.1882789561,326.381819311,0.226094206902,297.940786794,9.99007980803,51.9851007354,75.2087426072,7.33362291938,-6.70353393976,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2007',)",3756670292.34,7,11.765999794,994.739990234,empty,3756676793.17,-9.01000022888,3756676793.21,0.0,363.299987793,4.25,3756670292.34,14.2600002289,port_timestamp,72.8000030518,3.70230007172,11.406999588,11.1999998093,99474.0,-7.59216134876,6.44993722286,10.5839996338,32.6275936418,6.33442640305,0.98,-0.16945900236,0.234723027405,324.172484486,0.289501732422,309.94028001,9.68118782065,63.5008048589,73.0000016982,7.92027773086,-6.86473290506,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2008',)",3756670359.3,7,11.6979999542,995.289978027,empty,3756676793.17,-10.8900003433,3756676793.21,0.0,362.899993896,6.34000015259,3756670359.3,14.2700004578,port_timestamp,72.8840026855,3.70219993591,11.4060001373,16.2999992371,99529.0,-8.86294983433,8.95744548667,15.4034996033,32.6274927517,6.30974674225,0.98,-0.168298107809,0.23552722393,324.451953691,0.289477678422,315.089699417,12.3153898366,83.5603795647,96.864401916,8.32217993067,-7.61398725177,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2009',)",3756670425.18,7,11.7430000305,994.809997559,empty,3756676793.17,-10.4099998474,3756676793.21,0.0,361.299987793,2.3599998951,3756670425.18,14.279999733,port_timestamp,72.4260025024,3.70169997215,11.4029998779,15.6000003815,99481.0,-9.43608637136,4.98978660067,14.7420005798,32.6252390098,6.29171657562,0.98,-0.167155919747,0.236318461747,324.72695848,0.289460734589,297.150516038,10.4167428242,70.1047600993,80.7473301371,9.83558527734,-7.1488248634,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2010',)",3756670496.6,7,11.7209997177,995.570007324,empty,3756676793.17,-8.84000015259,3756676793.21,0.0,362.399993896,4.46999979019,3756670496.6,14.2899999619,port_timestamp,73.0569992065,3.70180010796,11.4040002823,14.6999998093,99557.0,-7.37073033549,6.61806883792,13.8914995193,32.6253391376,6.33265304565,0.98,-0.165917650721,0.237176258561,325.02512551,0.289449899716,311.529484779,9.62419430041,62.3127920624,72.3686048927,8.77272660048,-6.21836035887,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2011',)",3756670528.75,7,11.6829996109,995.159973145,empty,3756676793.17,-10.279999733,3756676793.21,0.0,363.0,6.15000009537,3756670528.75,14.2700004578,port_timestamp,72.9869995117,3.70219993591,11.4060001373,13.8999996185,99516.0,-8.32348574779,8.61513091539,13.1354999542,32.6274927517,6.31324005127,0.98,-0.1653603395,0.237562329584,325.159327999,0.289447581294,315.760320667,11.693530929,79.2907681425,91.1218992011,8.21955270636,-6.91518381078,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2012',)",3756670594.48,7,11.7130002975,994.809997559,empty,3756676793.17,-11.8699998856,3756676793.21,0.0,361.700012207,2.67000007629,3756670594.48,14.2899999619,port_timestamp,72.736000061,3.70199990273,11.4060001373,13.5,99481.0,-10.7649618204,5.66933811802,12.7574996948,32.6255327197,6.30619430542,0.98,-0.164220717299,0.23835178993,325.43375581,0.289447784156,297.127033836,11.9109749572,85.3882493152,93.4641206151,9.47932789772,-7.63193607732,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2013',)",3756670657.26,7,11.6529998779,995.020019531,empty,3756676793.17,-9.77999973297,3756676793.22,0.0,362.5,3.86999988556,3756670657.26,14.3100004196,port_timestamp,73.3970031738,3.70180010796,11.404999733,13.5,99502.0,-8.43455630519,6.2835940214,12.7574996948,32.6244563232,6.33711194992,0.98,-0.163132360229,0.239105736938,325.695832612,0.289454176668,306.158122994,10.2446226235,70.9201541904,77.5780587307,8.68468342942,-5.54380050078,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2014',)",3756670723.91,7,11.623000145,995.020019531,empty,3756676793.17,-11.8699998856,3756676793.22,0.0,362.899993896,6.15999984741,3756670723.91,14.3199996948,port_timestamp,73.3399963379,3.70190000534,11.4040002823,13.3000001907,99502.0,-9.85600847513,9.03889331398,12.5685005188,32.626319197,6.31957960129,0.98,-0.161976909459,0.239906162345,325.974046688,0.289467590464,312.229101315,13.091845664,94.1608044217,103.616617961,8.31559948016,-6.6163379774,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2015',)",3756670789.31,7,11.5249996185,994.950012207,empty,3756676793.17,-11.5600004196,3756676793.22,0.0,363.100006104,3.45000004768,3756670789.31,14.3100004196,port_timestamp,74.2320022583,3.70110011101,11.4029998779,12.6000003815,99495.0,-10.2625136801,6.34168140133,11.9070005417,32.6193586059,6.3557100296,0.98,-0.160843095113,0.240691599365,326.2470197,0.289487387032,301.130233912,11.8010942362,82.4229989097,90.314684401,8.10579959589,-4.09048454551,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2016',)",3756673893.64,7,11.5629997253,994.049987793,empty,3756676799.68,-6.84000015259,3756676799.92,0.0,366.799987793,-4.28000020981,3756673893.64,14.6000003815,port_timestamp,74.1240005493,3.70280003548,11.4119997025,24.6000003815,99405.0,-7.71863053578,-2.35090334458,23.2469997406,32.6280766904,6.36822271347,0.98,-0.108789246338,0.27848659603,338.662173273,0.298981411274,250.938692368,8.05129653597,38.5141109464,59.4726123388,4.53557312263,-3.1236356742,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2017',)",3756673961.12,7,11.5629997253,993.780029297,empty,3756676799.69,-8.64000034332,3756676799.92,0.0,366.399993896,5.42000007629,3756673961.12,14.6000003815,port_timestamp,74.0419998169,3.70300006866,11.4149999619,14.0,99378.0,-6.93026437216,7.48314389088,13.2299995422,32.6273864002,6.36288022995,0.98,-0.108891707369,0.27966614018,338.725891563,0.300117566791,316.560629424,9.92074678322,62.5544488201,74.619076714,4.95764535979,-3.79227371154,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2018',)",3756674026.15,7,11.6000003815,993.909973145,empty,3756676799.69,-10.4600000381,3756676799.92,0.0,366.799987793,1.92999994755,3756674026.15,14.5799999237,port_timestamp,74.7320022583,3.70280003548,11.4130001068,13.6999998093,99391.0,-9.59638578334,4.58757893587,12.9464998245,32.6271930698,6.4373588562,0.98,-0.108990452841,0.280802910353,338.786844303,0.301212870365,294.415537743,10.4191645486,62.7323475483,75.6752334592,4.57836545812,-4.57475154441,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2019',)",3756674090.88,7,11.5850000381,994.119995117,empty,3756697835.82,-9.44999980927,3756697835.85,0.0,366.799987793,2.77999997139,3756674090.88,14.6099996567,port_timestamp,74.7949981689,3.70309996605,11.4149999619,13.3999996185,99412.0,-8.39986773654,5.14520342112,12.6629991531,32.6283662138,6.43503427505,0.98,-0.10908874279,0.281934436491,338.847077159,0.302303457279,300.39536165,9.61188855221,61.4958821729,69.3482993251,4.57937709427,-3.96333050592,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('2020',)",3756674125.0,7,11.6379995346,993.5,empty,3756697835.82,-8.55000019073,3756697835.85,0.0,365.899993896,0.34999999404,3756674125.0,14.6000003815,port_timestamp,74.3970031738,3.70309996605,11.4149999619,13.5,99350.0,-8.1637911078,2.56466723097,12.7574996948,32.6283662138,6.42722320557,0.98,-0.109140557135,0.282530929681,338.878654778,0.302878502767,285.81909723,8.37171079236,48.6048791704,60.0646432894,5.43563221267,-4.13789663688,29,29,29,29,29,29,29,29,29,29,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
