obs,time,deployment,air_temperature,barometric_pressure,dcl_controller_timestamp,driver_timestamp,eastward_wind_velocity,ingestion_timestamp,internal_timestamp,longwave_irradiance,northward_wind_velocity,port_timestamp,precipitation,preferred_timestamp,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,met_barpres,met_windavg_mag_corr_east,met_windavg_mag_corr_north,met_netsirr,met_salsurf,met_spechum,ct_depth,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity,met_current_direction,met_current_speed,met_relwind_direction,met_relwind_speed,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_sensflx_minute,barometric_pressure_qc_executed,barometric_pressure_qc_results,relative_humidity_qc_executed,relative_humidity_qc_results,air_temperature_qc_executed,air_temperature_qc_results,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,precipitation_qc_executed,precipitation_qc_results,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed_qc_executed,met_current_speed_qc_results,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_netsirr_qc_executed,met_netsirr_qc_results,met_salsurf_qc_executed,met_salsurf_qc_results,met_spechum_qc_executed,met_spechum_qc_results,lat,lon
"('291',)",3755507689.86,7,11.0880002975,1014.46002197,empty,3755510470.01,0.740000009537,3755510470.03,0.0,371.299987793,11.0100002289,3755507689.86,44.0400009155,port_timestamp,90.3909988403,3.72199988365,11.6049995422,4.90000009537,101446.0,3.58295049388,10.4369617616,4.63049983978,32.6456337783,7.37880325317,0.98,0.228786789327,-0.168959464103,126.445935855,0.284412896122,17.5497606373,11.1236675248,44.2297024854,39.5093400169,1.29717995835,8.05368234997,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('292',)",3755507723.84,7,11.0810003281,1014.88000488,empty,3755510470.01,-0.740000009537,3755510470.03,0.0,369.899993896,12.5200004578,3755507723.84,44.0499992371,port_timestamp,90.3659973145,3.72169995308,11.6000003815,5.0,101488.0,2.54747396804,12.280406665,4.72499990463,32.6471120071,7.37025594711,0.98,0.229017202954,-0.168962986985,126.418949582,0.284600369324,10.5493921762,12.6634136987,54.9191013264,45.9083882053,2.63234970085,9.38260930688,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('293',)",3755507789.47,7,11.0810003281,1015.01000977,empty,3755510470.01,-1.17999994755,3755510470.03,0.0,369.700012207,11.4099998474,3755507789.47,44.0800018311,port_timestamp,90.3949966431,3.72149991989,11.5959997177,5.0,101501.0,1.83347417613,11.3233770952,4.72499990463,32.6486861921,7.37168741226,0.98,0.22946229091,-0.168969792104,126.366921008,0.284962688073,7.94556779482,11.6037447018,50.4626102028,41.322998301,2.80167667359,8.40256344416,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('294',)",3755507856.46,7,11.0659999847,1014.66998291,empty,3755531464.21,-1.75999999046,3755531464.86,0.0,370.200012207,10.5699996948,3755507856.46,44.0600013733,port_timestamp,90.4100036621,3.72169995308,11.6009998322,4.90000009537,101467.0,1.05465430315,10.6634983854,4.63049983978,32.6462313192,7.36801481247,0.98,0.229916574251,-0.168976737816,126.313953841,0.285332733906,4.35385283529,10.8638257358,44.6301480923,38.7783972509,2.33742819883,8.14482248229,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('295',)",3755507921.21,7,11.0659999847,1014.94000244,empty,3755531464.21,-0.519999980927,3755531464.86,0.0,370.100006104,11.1499996185,3755507921.21,44.0900001526,port_timestamp,90.4390029907,3.72210001945,11.6049995422,4.90000009537,101494.0,2.40294082504,10.9004021423,4.63049983978,32.6466130137,7.36842632294,0.98,0.230355667573,-0.168983451281,126.262888204,0.28569063756,11.1042766175,11.2805772763,49.5624400652,40.4291680392,2.45632756296,8.5731174703,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('296',)",3755507985.66,7,11.0880002975,1015.15002441,empty,3755531464.21,3.55999994278,3755531464.86,0.0,371.200012207,10.529999733,3755507985.66,44.0600013733,port_timestamp,90.4960021973,3.72199988365,11.6040000916,5.0,101515.0,6.18050123255,9.23882560087,4.72499990463,32.6465143943,7.38238668442,0.98,0.230792726518,-0.168990133642,126.212186101,0.286047107802,32.3101559557,11.1313084676,43.8514964553,39.1355288032,1.39015742504,8.05081013164,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('297',)",3755518291.91,7,11.1859998703,1014.46002197,empty,3755531464.21,0.0299999993294,3755531464.87,0.0,370.799987793,8.44999980927,3755518291.91,44.0900001526,port_timestamp,90.6829986572,3.72199988365,11.5959997177,4.30000019073,101446.0,2.23049745176,8.15035446433,4.06349992752,32.653564893,7.45126104355,0.98,0.300182042627,-0.170082428309,119.535787282,0.34501781278,13.0613815147,8.54141602213,29.4636357124,27.1623638359,1.7377420464,4.61165456765,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('298',)",3755518362.15,7,11.2390003204,1014.25,empty,3755531464.21,2.3900001049,3755531464.87,0.0,371.0,12.5799999237,3755518362.15,44.0900001526,port_timestamp,90.672996521,3.72210001945,11.5959997177,5.19999980927,101425.0,5.58500842971,11.5228546559,4.9139995575,32.65454437,7.47833776474,0.98,0.300276219611,-0.170107842582,119.531750569,0.345112280529,24.3209875348,12.8317483814,43.9799518992,41.1501047605,1.57045786582,6.1733888304,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('299',)",3755518427.06,7,11.2239999771,1013.90997314,empty,3755531464.21,-1.87000000477,3755531464.87,0.0,371.700012207,12.7899999619,3755518427.06,44.0900001526,port_timestamp,90.658996582,3.72199988365,11.593000412,5.19999980927,101391.0,1.52684439097,12.8354877293,4.9139995575,32.6562087223,7.47221755981,0.98,0.300363266913,-0.170131332864,119.528021421,0.345199598106,5.38728534265,13.0633220559,44.9292722136,42.4004745272,0.877075715869,6.56572152812,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('300',)",3755518460.96,7,11.2239999771,1013.84002686,empty,3755531464.21,1.48000001907,3755531464.87,0.0,372.100006104,11.9200000763,3755518460.96,44.0900001526,port_timestamp,90.6449966431,3.72180008888,11.5920000076,5.09999990463,101384.0,4.53448205035,11.1227368219,4.81949996948,32.6551426529,7.471575737,0.98,0.300408717468,-0.170143597993,119.526075047,0.345245190362,20.5526787103,12.0605358574,40.3060717755,38.6846472701,0.481875708825,5.95904876609,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('301',)",3755518529.32,7,11.2390003204,1014.39001465,empty,3755531464.21,1.69000005722,3755531464.87,0.0,371.299987793,12.9099998474,3755518529.32,44.1300010681,port_timestamp,90.6210021973,3.72189998627,11.593000412,5.19999980927,101439.0,4.99516061959,12.0238332755,4.9139995575,32.655236618,7.47299766541,0.98,0.300500392291,-0.170168337041,119.522150729,0.345337152213,21.0565812162,13.066503357,47.7462423006,42.1774041772,1.26553602999,6.24652582713,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('302',)",3755518595.3,7,11.2460002899,1014.59997559,empty,3755531464.21,0.910000026226,3755531464.87,0.0,371.399993896,13.4799995422,3755518595.3,44.0900001526,port_timestamp,90.6019973755,3.72180008888,11.5939998627,5.19999980927,101460.0,4.39060441094,12.7773659497,4.9139995575,32.6533798125,7.47335863113,0.98,0.30058886097,-0.170192210891,119.518365638,0.345425899416,17.5308515437,13.5781990529,46.7312848342,44.0597053006,1.17580902801,6.40977006311,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('303',)",3755518661.61,7,11.2690000534,1014.66998291,empty,3755531464.21,2.3599998951,3755531464.87,0.0,371.399993896,10.6700000763,3755518661.61,44.0699996948,port_timestamp,90.611000061,3.72180008888,11.5939998627,5.19999980927,101467.0,5.05841959654,9.68663472617,4.9139995575,32.6533798125,7.4850435257,0.98,0.300677772152,-0.170216204154,119.514563573,0.345515092034,25.7658487995,10.9450270685,34.6854819067,33.8507892359,1.16994941964,4.57874280864,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('304',)",3755518728.07,7,11.2460002899,1014.5300293,empty,3755531464.21,1.96000003815,3755531464.87,0.0,371.399993896,10.8900003433,3755518728.07,44.1199989319,port_timestamp,90.5780029297,3.72180008888,11.5939998627,5.30000019073,101453.0,4.72955224098,10.0032516327,5.00850009918,32.6533798125,7.47188568115,0.98,0.300766892519,-0.170240253866,119.510754532,0.345604496024,23.5247438799,11.0956782951,40.0243673359,34.997464624,1.16735051351,5.0541964162,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('305',)",3755518760.26,7,11.2690000534,1014.46002197,empty,3755531464.21,-0.870000004768,3755531464.87,0.0,371.5,12.529999733,3755518760.26,44.0999984741,port_timestamp,90.5439987183,3.72180008888,11.593000412,5.30000019073,101446.0,2.42456882986,12.3239303514,5.00850009918,32.6542607934,7.48103380203,0.98,0.30081005278,-0.170251900944,119.508910554,0.34564779419,9.64692123361,12.6733950265,41.7342050287,40.2614011264,1.07347882072,5.40782518071,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('306',)",3755521889.39,7,11.3669996262,1014.94000244,empty,3755531464.21,1.67999994755,3755531464.87,0.0,372.600006104,9.89999961853,3755521889.39,44.1500015259,port_timestamp,90.4869995117,3.72359991074,11.611000061,16.3999996185,101494.0,4.2012908931,9.12039182833,15.4979991913,32.6559648151,7.52166891098,0.98,0.304599155993,-0.173177711409,119.620091263,0.350387165234,22.7477695148,10.0774322763,17.3228394327,29.7470148929,0.101295361814,2.89769732642,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('307',)",3755521954.2,7,11.3369998932,1015.08001709,empty,3755531464.21,1.62000000477,3755531464.87,0.0,373.399993896,10.1099996567,3755521954.2,44.0999984741,port_timestamp,90.5199966431,3.72350001335,11.611000061,19.6000003815,101508.0,4.19807578759,9.33877147997,18.5219993591,32.6549894008,7.50838041306,0.98,0.304391125395,-0.174501369625,119.824788376,0.350862772634,22.2587803413,10.2792577825,15.1728876905,30.9112031619,-0.674696520859,3.45838040858,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('308',)",3755522020.1,7,11.3439998627,1014.88000488,empty,3755531464.21,1.21000003815,3755531464.87,0.0,373.899993896,10.7899999619,3755522020.1,44.0900001526,port_timestamp,90.5780029297,3.72370004654,11.611000061,20.7999992371,101488.0,3.97940049471,10.102107254,19.65599823,32.6569402336,7.51819753647,0.98,0.304179599103,-0.175847270265,120.032354244,0.351350951286,19.6761819827,10.9152919262,15.4554936821,32.6792563174,-1.15477369428,3.58700928893,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('309',)",3755522085.46,7,11.3439998627,1015.08001709,empty,3755531464.21,1.87999999523,3755531464.92,0.0,372.899993896,11.6199998856,3755522085.46,44.1199989319,port_timestamp,90.6350021362,3.72370004654,11.611000061,21.7999992371,101508.0,4.8425066194,10.7288828386,20.6009998322,32.6569402336,7.52146673203,0.98,0.303969774113,-0.177182345843,120.237678928,0.351839746551,22.5945372891,11.8127293418,20.7883754791,35.4866501938,-0.18458139492,3.92130824645,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('310',)",3755522119.96,7,11.3070001602,1014.94000244,empty,3755531464.21,0.810000002384,3755531464.92,0.0,372.899993896,10.7100000381,3755522119.96,44.0900001526,port_timestamp,90.68800354,3.72370004654,11.6120004654,23.7999992371,101494.0,3.57237196123,10.129084825,22.4909992218,32.6560585886,7.50841140747,0.98,0.303859048303,-0.177886872627,120.345799384,0.35209950396,17.5946910519,10.8128091742,14.2675786002,32.7525927024,-0.186445439017,4.1924305586,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('311',)",3755522184.62,7,11.3219995499,1014.73999023,empty,3755531464.21,4.59999990463,3755531464.92,0.0,372.700012207,11.9200000763,3755522184.62,44.1100006104,port_timestamp,90.7539978027,3.72359991074,11.6120004654,25.7000007629,101474.0,7.54672959914,10.3098629137,24.2865009308,32.6550831968,7.52288961411,0.98,0.303651470314,-0.179207650976,120.548062198,0.352589843292,34.6264655309,12.7468734241,20.7951693579,38.8271874093,0.0149309683366,4.76494975895,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('312',)",3755522249.33,7,11.3070001602,1014.88000488,empty,3755531464.21,2.52999997139,3755531464.93,0.0,372.700012207,12.7299995422,3755522249.33,44.1199989319,port_timestamp,90.8020019531,3.72370004654,11.6120004654,26.5,101488.0,5.75925363828,11.6311988088,25.0424995422,32.6560585886,7.51833724976,0.98,0.303443767136,-0.180529225887,120.749882197,0.353084864038,24.792105984,13.0108716278,20.8727898007,39.9552525074,0.0143516326926,5.20237110141,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('313',)",3755522318.02,7,11.3070001602,1015.08001709,empty,3755531464.21,1.32000005245,3755531464.93,0.0,373.100006104,10.3199996948,3755522318.02,44.0800018311,port_timestamp,90.8489990234,3.72390007973,11.6129999161,27.5,101508.0,3.96314931447,9.61967989856,25.9874992371,32.6571322874,7.52076244354,0.98,0.303223281729,-0.181932131623,120.963501245,0.353615128494,20.4756529441,10.4626314546,8.76288848522,31.0597737088,-0.374123151821,4.06473716528,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('314',)",3755522382.9,7,11.2989997864,1015.08001709,empty,3755531464.21,3.32999992371,3755531464.93,0.0,372.700012207,11.5399999619,3755522382.9,44.0999984741,port_timestamp,90.8970031738,3.72379994392,11.6149997711,27.5,101508.0,6.2215864391,10.2738678594,25.9874992371,32.6543908783,7.52074861526,0.98,0.30301499433,-0.183257423817,121.164711897,0.354120558811,29.5091910251,12.0158627296,16.806613839,36.3298231593,0.0266786879666,4.95247701096,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('315',)",3755525489.43,7,11.4119997025,1014.46002197,empty,3755531464.21,2.54999995232,3755531464.93,0.0,361.899993896,10.470000267,3755525489.43,44.1199989319,port_timestamp,91.4189987183,3.72399997711,11.6129999161,49.4000015259,101446.0,5.18975055649,9.4440401582,46.6830024719,32.6581039421,7.62589454651,0.98,0.290612738593,-0.242268866982,129.816225685,0.378351645618,26.8293570956,10.8547747047,-5.95158347819,27.8888025395,10.4766369283,2.33926853517,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('316',)",3755525551.48,7,11.4119997025,1014.88000488,empty,3755531464.21,0.649999976158,3755531464.93,0.0,368.799987793,12.8599996567,3755525551.48,44.1399993896,port_timestamp,91.3870010376,3.72410011292,11.6140003204,43.5,101488.0,3.97805111261,12.2465178922,41.1074981689,32.6582013707,7.620054245,0.98,0.288727444678,-0.240456947078,129.788086648,0.375743370811,16.4599734246,13.0205856152,1.72490381419,34.6531092167,3.81663572584,3.01996408656,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('317',)",3755525619.2,7,11.4119997025,1014.73999023,empty,3755531464.21,-1.00999999046,3755531464.93,0.0,368.5,10.8900003433,3755525619.2,44.1100006104,port_timestamp,91.34400177,3.72350001335,11.609000206,43.2999992371,101474.0,1.86212415309,10.7770451004,40.9184989929,32.6567518575,7.61750459671,0.98,0.286669561553,-0.238479154988,129.756922284,0.372896426484,8.13931950444,11.1276157281,-5.48282531284,28.953025407,4.07515412707,2.40749414602,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('318',)",3755525659.42,7,11.4350004196,1014.5300293,empty,3755531464.21,0.330000013113,3755531464.93,0.0,369.299987793,11.1999998093,3755525659.42,44.0999984741,port_timestamp,91.283996582,3.72370004654,11.6099996567,43.5,101453.0,3.23661208927,10.7272194869,41.1074981689,32.6578219167,7.62571239471,0.98,0.285447399082,-0.237304558026,129.738187737,0.371205698909,15.0644802913,11.3547417654,-6.36565369412,29.357129993,3.30938729515,2.07532718664,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('319',)",3755525726.75,7,11.4499998093,1014.39001465,empty,3755531464.21,-0.219999998808,3755531464.93,0.0,369.700012207,14.2299995422,3755525726.75,44.1500015259,port_timestamp,91.2269973755,3.72379994392,11.6120004654,43.0999984741,101439.0,3.49503246324,13.7958702173,40.7294998169,32.6570339845,7.62958860397,0.98,0.283401700497,-0.235338476265,129.706444366,0.368375789453,12.8924532249,14.3940748073,6.36414957159,38.663562565,2.94197691856,2.47008171532,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('320',)",3755525794.28,7,11.4569997787,1015.01000977,empty,3755531464.21,-2.28999996185,3755531464.93,0.0,369.399993896,10.5900001526,3755525794.28,44.1199989319,port_timestamp,91.1709976196,3.72390007973,11.6129999161,45.4000015259,101501.0,0.548169263934,10.8208924547,42.9029998779,32.6571322874,7.62376785278,0.98,0.281349864068,-0.233366495538,129.674112049,0.365537504575,1.38269401136,11.0574786244,-9.51054722303,28.4880335768,3.22789967918,1.67651939894,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('321',)",3755525861.16,7,11.4420003891,1014.46002197,empty,3755531464.21,0.280000001192,3755531464.93,0.0,370.399993896,12.9200000763,3755525861.16,44.1300010681,port_timestamp,91.1279983521,3.72370004654,11.609000206,45.5,101446.0,3.63646175968,12.4008446423,42.9975013733,32.6587027973,7.61669063568,0.98,0.279317504702,-0.231413233845,129.641587846,0.362726278662,14.8828874276,13.0707443016,-2.81167562357,35.0280678439,2.24448910134,2.29689469186,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('322',)",3755525926.47,7,11.4720001221,1014.59997559,empty,3755531464.21,0.810000002384,3755531464.93,0.0,371.299987793,10.9099998474,3755525926.47,44.1199989319,port_timestamp,91.0999984741,3.72350001335,11.6079998016,45.5999984741,101460.0,3.62447921526,10.3221774395,43.091999054,32.6576335632,7.62848997116,0.98,0.277333154288,-0.229506112635,129.609341821,0.359981574812,17.5997773671,11.0698424803,-12.0209860039,28.3579263769,1.36692157382,1.34616509933,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('323',)",3755525960.06,7,11.4569997787,1014.94000244,empty,3755531464.21,2.3599998951,3755531464.93,0.0,364.100006104,11.5,3755525960.06,44.1599998474,port_timestamp,91.0240020752,3.72340011597,11.6079998016,47.7000007629,101494.0,5.27466488712,10.487969767,45.076499939,32.6566580728,7.61194562912,0.98,0.276312416789,-0.228525101359,129.59256239,0.358569761166,25.0051328661,11.824837829,0.914980589448,31.1185396189,8.33088909731,1.66409836975,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('324',)",3755529091.47,7,11.531999588,1014.19000244,empty,3755531464.21,-1.35000002384,3755531464.94,0.0,372.299987793,9.72000026703,3755529091.47,44.1599998474,port_timestamp,89.8229980469,3.72379994392,11.611000061,47.0999984741,101419.0,1.22903861646,9.73603457957,44.5094985962,32.6579156562,7.55417823792,0.98,0.183665367215,-0.139412257219,127.200525629,0.230583487217,6.04258721754,9.93062210823,-15.6544880125,28.1840129814,0.404498637588,0.266498964724,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('325',)",3755529156.54,7,11.5100002289,1014.19000244,empty,3755531464.21,0.980000019073,3755531464.94,0.0,371.600006104,11.1599998474,3755529156.54,44.1199989319,port_timestamp,89.8140029907,3.72379994392,11.6120004654,60.9000015259,101419.0,3.8537422399,10.5192522253,57.5505027771,32.6570339845,7.54238271713,0.98,0.183468121306,-0.139171787537,127.182540829,0.230280997874,19.0013668519,11.2726622651,-22.7525405994,32.9891798919,1.0873329626,0.721449323205,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('326',)",3755529221.55,7,11.5170001984,1014.11999512,empty,3755531464.21,0.430000007153,3755531464.94,0.0,370.600006104,13.0500001907,3755529221.55,44.1300010681,port_timestamp,89.7939987183,3.72370004654,11.6120004654,62.5999984741,101412.0,3.81515114167,12.4872745926,59.1569976807,32.6560585886,7.54472541809,0.98,0.183271093616,-0.138931583896,127.164528696,0.229978865896,16.0476793768,13.1381747246,-16.4487893613,39.2587417278,2.06028857881,0.720797915758,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('327',)",3755529262.24,7,11.5170001984,1014.04998779,empty,3755531464.21,-0.0900000035763,3755531464.94,0.0,372.299987793,13.3400001526,3755529262.24,44.1399993896,port_timestamp,89.7939987183,3.72390007973,11.6129999161,59.0999984741,101405.0,3.38866543523,12.9027381063,55.8494987488,32.6571322874,7.5452466011,0.98,0.183147773626,-0.138781239998,127.153230768,0.22978977253,13.8091700292,13.4296898824,-13.23400076,40.3449340168,0.420789643437,0.781286225217,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('328',)",3755529319.63,7,11.5469999313,1014.04998779,empty,3755531464.21,2.73000001907,3755531464.94,0.0,371.5,12.3299999237,3755529319.63,44.1500015259,port_timestamp,89.7259979248,3.72410011292,11.6129999161,61.2000007629,101405.0,5.84813197493,11.1929062636,57.8339996338,32.6590830467,7.55455160141,0.98,0.182973826004,-0.138569174109,127.137262957,0.229523064235,26.5627067275,12.6687155011,-18.6144774535,37.1807116316,1.19598946742,0.101694023008,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('329',)",3755529385.28,7,11.5249996185,1014.19000244,empty,3755573475.4,3.06999993324,3755573475.44,0.0,370.100006104,12.470000267,3755529385.28,44.1300010681,port_timestamp,89.6279983521,3.72359991074,11.6129999161,67.6999969482,101419.0,6.21286485186,11.2394891602,63.9764976501,32.654202457,7.53419876099,0.98,0.182774864622,-0.138326613032,127.11895341,0.229218025055,27.9229906725,12.8769824502,-22.0074158451,38.8780686965,2.54750185782,0.543511250761,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('330',)",3755529450.36,7,11.5469999313,1013.84002686,empty,3755573475.4,0.409999996424,3755573475.44,0.0,370.100006104,10.9899997711,3755529450.36,44.1399993896,port_timestamp,89.5930023193,3.72410011292,11.6140003204,70.1999969482,101384.0,3.25913651377,10.5036290943,66.3389968872,32.6582013707,7.54486751556,0.98,0.182577588403,-0.138086106399,127.100750764,0.22891559267,16.1247757486,11.0775140367,-30.6885280686,32.3685996564,2.54930447322,0.0707799855627,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('331',)",3755529512.55,7,11.5469999313,1014.11999512,empty,3755573475.4,0.419999986887,3755573475.44,0.0,370.100006104,11.2399997711,3755529512.55,44.1500015259,port_timestamp,89.5100021362,3.72410011292,11.6140003204,80.0,101412.0,3.33392527415,10.7423897299,75.5999984741,32.6582013707,7.53576278687,0.98,0.182389113825,-0.137856330168,127.083315263,0.228626675192,16.1540135565,11.3274857978,-38.77223889,33.5079784344,2.54925201146,0.0724107773843,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
"('332',)",3755529574.71,7,11.5550003052,1013.90997314,empty,3755573475.4,-0.879999995232,3755573475.44,0.0,370.200012207,11.7299995422,3755529574.71,44.1500015259,port_timestamp,89.4950027466,3.72410011292,11.6140003204,81.0,101391.0,2.20648493454,11.5541643353,76.5449981689,32.6582013707,7.54006385803,0.98,0.182200721082,-0.137626653705,127.065843241,0.228337904371,9.8226550025,11.8657365177,-38.9569364487,35.2010212662,2.45492650812,-0.0678860541263,29,29,29,29,29,29,29,29,29,13,29,29,29,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,44.38,-124.95
